Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,Y07,Y08,Y09,Y10,Y11,Y12,Total_Students
1300,GOOD SHEPHERD CATHOLIC SCHOOL,215 MORLEY DRIVE,LOCKRIDGE,WA,6054,215 MORLEY DRIVE,LOCKRIDGE,WA,6054,-31.88645235,115.9432801,08 6278 9500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,60,60,57,60,61,63,64,65,,,,,,,490
5650,GOOLLELAL PRIMARY SCHOOL,30 CADOGAN STREET,KINGSLEY,WA,6026,30 CADOGAN STREET,KINGSLEY,WA,6026,-31.81486804,115.8013853,08 6207 2100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,26,31,45,30,30,34,26,33,,,,,,,255
5713,GOOMALLING PRIMARY SCHOOL,65 HODDY STREET,GOOMALLING,WA,6460,PO BOX 146,GOOMALLING,WA,6460,-31.30541151,116.8289089,08 9623 7700,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,5,2,4,6,7,5,6,8,,,,,,,43
5551,GOOSEBERRY HILL PRIMARY SCHOOL,24 LEDGER ROAD,GOOSEBERRY HILL,WA,6076,24 LEDGER ROAD,GOOSEBERRY HILL,WA,6076,-31.95646856,116.05602,08 9257 4600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,38,57,60,54,61,51,73,55,,,,,,,449
5192,GOSNELLS PRIMARY SCHOOL,173 HICKS STREET,GOSNELLS,WA,6110,173 HICKS STREET,GOSNELLS,WA,6110,-32.07774624,116.0035224,08 9234 6350,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,55,52,58,64,51,61,61,,,,,,,443
4020,GOVERNOR STIRLING SENIOR HIGH SCHOOL,25 THIRD AVENUE,WOODBRIDGE,WA,6056,25 THIRD AVENUE,WOODBRIDGE,WA,6056,-31.88893826,115.9888056,08 6274 0300,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,117,145,144,154,135,118,813
1371,GRACE CHRISTIAN SCHOOL,22 VITTORIA ROAD,BUNBURY,WA,6230,22 VITTORIA ROAD,BUNBURY,WA,6230,-33.33832794,115.6810759,08 9726 4200,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,44,39,41,40,44,49,54,46,51,42,56,58,39,25,628
5861,GRANDIS PRIMARY SCHOOL,220 GRANDIS BOULEVARD,BANKSIA GROVE,WA,6031,220 GRANDIS BOULEVARD,BANKSIA GROVE,WA,6031,-31.693914,115.807747,08 9233 6500,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,93,101,100,105,101,96,59,76,,,,,,,731
1431,GREAT SOUTHERN GRAMMAR SCHOOL,244 NANARUP ROAD,LOWER KALGAN,WA,6330,244 NANARUP ROAD,LOWER KALGAN,WA,6330,-34.94755539,117.9707332,08 9844 0300,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,33,19,21,18,20,32,23,39,62,73,72,79,58,95,644
5195,GREENBUSHES PRIMARY SCHOOL,7 BLACKWOOD ROAD,GREENBUSHES,WA,6254,7 BLACKWOOD ROAD,GREENBUSHES,WA,6254,-33.85097107,116.0594122,08 9782 5950,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,3,5,4,6,13,4,5,8,,,,,,,48
5708,GREENFIELDS PRIMARY SCHOOL,9 ZAMBESI DRIVE,GREENFIELDS,WA,6210,9 ZAMBESI DRIVE,GREENFIELDS,WA,6210,-32.53397367,115.7509389,08 9586 0600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,47,55,58,51,55,62,57,,,,,,,425
5196,GREENMOUNT PRIMARY SCHOOL,50-68 INNAMINCKA ROAD,GREENMOUNT,WA,6056,50-68 INNAMINCKA ROAD,GREENMOUNT,WA,6056,-31.89659298,116.0474336,08 9257 0600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,40,56,42,57,44,52,52,,,,,,,383
4122,GREENWOOD COLLEGE,79 COOLIBAH DRIVE,GREENWOOD,WA,6024,79 COOLIBAH DRIVE,GREENWOOD,WA,6024,-31.82628484,115.7914439,08 9235 4300,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,152,158,174,203,157,139,983
5818,GREENWOOD PRIMARY SCHOOL,12 MERIVALE WAY,GREENWOOD,WA,6024,12 MERIVALE WAY,GREENWOOD,WA,6024,-31.82890115,115.8090201,08 9352 2750,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,39,33,42,53,41,32,51,,,,,,,328
5623,GROVELANDS PRIMARY SCHOOL,14 GROVELANDS DRIVE,CAMILLO,WA,6111,14 GROVELANDS DRIVE,CAMILLO,WA,6111,-32.12023725,115.9990409,08 9496 9000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,42,38,47,47,43,50,55,,,,,,,362
1074,GUILDFORD GRAMMAR SCHOOL,11 TERRACE ROAD,GUILDFORD,WA,6055,11 TERRACE ROAD,GUILDFORD,WA,6055,-31.894036,115.981892,08 9377 9222,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,72,64,45,48,58,54,73,60,128,147,148,118,153,152,"1,320"
5197,GUILDFORD PRIMARY SCHOOL,125 HELENA STREET,GUILDFORD,WA,6055,125 HELENA STREET,GUILDFORD,WA,6055,-31.90233645,115.9678061,08 6216 1200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,38,39,34,41,37,35,35,23,,,,,,,282
6075,GWYNNE PARK EDUCATION SUPPORT CENTRE,TIJUANA ROAD,ARMADALE,WA,6112,TIJUANA ROAD,ARMADALE,WA,6112,-32.1618132,115.999196,08 9391 4050,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,4,13,9,22,7,10,11,11,,,,,,,87
5615,GWYNNE PARK PRIMARY SCHOOL,TIJUANA ROAD,ARMADALE,WA,6112,TIJUANA ROAD,ARMADALE,WA,6112,-32.1618132,115.999196,08 9391 4000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,62,69,64,63,66,52,59,,,,,,,495
1193,HALE SCHOOL,160 HALE ROAD,WEMBLEY DOWNS,WA,6019,160 HALE ROAD,WEMBLEY DOWNS,WA,6019,-31.91232249,115.7837828,08 9347 9777,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,PPR,Y12,,32,42,45,45,74,77,79,181,198,211,202,208,216,"1,610"
5678,HALIDON PRIMARY SCHOOL,38 HALIDON STREET,KINGSLEY,WA,6026,38 HALIDON STREET,KINGSLEY,WA,6026,-31.80783809,115.801427,08 6207 2500,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,19,24,23,24,29,28,25,19,,,,,,,191
4145,HALLS CREEK DISTRICT HIGH SCHOOL,THOMAS STREET,HALLS CREEK,WA,6770,PO BOX 117,HALLS CREEK,WA,6770,-18.22567554,127.669356,08 9171 5555,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,13,18,22,27,26,18,21,26,31,25,24,23,22,17,313
4166,HALLS HEAD COLLEGE,1 CASUARINA DRIVE,HALLS HEAD,WA,6210,1 CASUARINA DRIVE,HALLS HEAD,WA,6210,-32.55444963,115.6942404,08 9581 0600,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,221,231,246,254,224,206,"1,382"
6155,HALLS HEAD COLLEGE EDUCATION SUPPORT CENTRE,CASUARINA DRIVE,HALLS HEAD,WA,6210,CASUARINA DRIVE,HALLS HEAD,WA,6210,-32.55444963,115.6942404,08 9581 0613,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y07,Y10,,,,,,,,,10,17,18,15,,,60
5738,HALLS HEAD PRIMARY SCHOOL,21 OLEANDER PLACE,HALLS HEAD,WA,6210,21 OLEANDER PLACE,HALLS HEAD,WA,6210,-32.55019839,115.6949747,08 9584 6900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,36,45,46,46,55,46,58,54,,,,,,,386
1475,HAMMOND PARK CATHOLIC PRIMARY SCHOOL,25 WOODROW AVE,HAMMOND PARK,WA,6164,25 WOODROW AVE,HAMMOND PARK,WA,6164,-32.17296139,115.8487346,08 6595 6100,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,71,60,60,58,59,59,53,59,,,,,,,479
5823,HAMMOND PARK PRIMARY SCHOOL,10 EUCALYPTUS DRIVE,HAMMOND PARK,WA,6164,10 EUCALYPTUS DRIVE,HAMMOND PARK,WA,6164,-32.16737931,115.8435325,08 9494 3200,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,79,94,147,110,117,113,118,127,,,,,,,905
4210,HAMMOND PARK SECONDARY COLLEGE,55 IRVINE PARADE,HAMMOND PARK,WA,6164,55 IRVINE PARADE,HAMMOND PARK,WA,6164,-32.172219,115.850504,08 9395 3800,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y11,,,,,,,,,209,205,171,162,157,,904
5202,HAMPTON PARK PRIMARY SCHOOL,1 PAINE ROAD,MORLEY,WA,6062,1 PAINE ROAD,MORLEY,WA,6062,-31.886679,115.916552,08 9413 4200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,46,53,38,48,53,47,55,52,,,,,,,392
4022,HAMPTON SENIOR HIGH SCHOOL,MORLEY DRIVE EAST,MORLEY,WA,6062,MORLEY DRIVE EAST,MORLEY,WA,6943,-31.89085713,115.92693,08 6235 7100,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,192,183,159,157,168,112,971
5727,HANNANS PRIMARY SCHOOL,2A NANKIVILLE ROAD,KALGOORLIE,WA,6430,2A NANKIVILLE ROAD,KALGOORLIE,WA,6430,-30.72499605,121.4518583,08 9068 5300,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,47,45,51,46,40,42,42,,,,,,,350
5785,HARMONY PRIMARY SCHOOL,60 AURORA DRIVE,ATWELL,WA,6164,60 AURORA DRIVE,ATWELL,WA,6164,-32.15122168,115.8645645,08 6174 6600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,47,67,59,64,64,75,69,64,,,,,,,509
5842,HARRISDALE PRIMARY SCHOOL,7 FAIRHAVEN AVENUE,HARRISDALE,WA,6112,7 FAIRHAVEN AVENUE,HARRISDALE,WA,6112,-32.12523245,115.9379534,08 9234 9700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,80,91,103,130,154,144,153,162,,,,,,,"1,017"
4198,HARRISDALE SENIOR HIGH SCHOOL,1 LAVERTON CRESCENT,HARRISDALE,WA,6112,1 LAVERTON CRESCENT,HARRISDALE,WA,6112,-32.127736,115.934521,08 9397 8000,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,368,322,442,410,336,274,"2,152"
5204,HARVEY PRIMARY SCHOOL,GIBBS STREET,HARVEY,WA,6220,PO BOX 504,HARVEY,WA,6220,-33.078014,115.895078,08 9782 3200,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,38,30,32,24,33,37,37,,,,,,,251
4023,HARVEY SENIOR HIGH SCHOOL,51 SOUTH WEST HIGHWAY,HARVEY,WA,6220,51 SOUTH WEST HIGHWAY,HARVEY,WA,6220,-33.08407299,115.9079627,08 9782 3800,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,43,46,61,51,40,32,273
1529,HAVENPORT MSL COLLEGE,10 MERINO ENTRANCE,COCKBURN CENTRAL,WA,6164,10 MERINO ENTRANCE,COCKBURN CENTRAL,WA,6164,-32.11824521,115.8384621,08 6189 3521,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y04,Y11,,,,,,1,4,5,5,6,3,8,4,,36
5658,HAWKER PARK PRIMARY SCHOOL,47 HAWKER AVENUE,WARWICK,WA,6024,47 HAWKER AVENUE,WARWICK,WA,6024,-31.84054196,115.7974927,08 9422 2000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,30,29,35,24,21,35,22,,,,,,,233
8111,HAZEL ORME COMMUNITY KINDERGARTEN,96 SAMSON STREET,WHITE GUM VALLEY,WA,6162,96 SAMSON STREET,WHITE GUM VALLEY,WA,6162,-32.06190042,115.7698562,08 9335 2857,SOUTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,39,,,,,,,,,,,,,,39
5632,HEATHRIDGE PRIMARY SCHOOL,55 CHANNEL DRIVE,HEATHRIDGE,WA,6027,55 CHANNEL DRIVE,HEATHRIDGE,WA,6027,-31.76034748,115.7606344,08 9233 8950,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,18,28,29,23,39,23,21,34,,,,,,,215
4053,HEDLAND SENIOR HIGH SCHOOL,78 HAMILTON ROAD,SOUTH HEDLAND,WA,6722,PO BOX 2609,SOUTH HEDLAND,WA,6722,-20.39878872,118.598616,08 9158 1900,PILBARA,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,193,206,188,178,194,132,"1,091"
1055,HELENA COLLEGE,52 BILGOMAN ROAD,GLEN FORREST,WA,6071,52 BILGOMAN ROAD,GLEN FORREST,WA,6071,-31.90747,116.09144,08 9298 9100,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,20,23,27,28,21,40,44,80,95,79,89,88,57,76,767
1522,HELENA RIVER STEINER SCHOOL,39 SPRING PARK ROAD,MIDLAND,WA,6056,39 SPRING PARK ROAD,MIDLAND,WA,6056,-31.88699664,116.0008624,08 9374 0230,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,17,22,10,15,6,11,7,10,9,5,8,6,,,126
5205,HELENA VALLEY PRIMARY SCHOOL,3700 HELENA VALLEY ROAD,HELENA VALLEY,WA,6056,3700 HELENA VALLEY ROAD,HELENA VALLEY,WA,6056,-31.92484077,116.0486524,08 9257 4650,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,42,42,53,32,42,30,37,,,,,,,319
5875,HENLEY BROOK PRIMARY SCHOOL,PARK STREET,HENLEY BROOK,WA,6055,PARK STREET,HENLEY BROOK,WA,6055,-31.812157,115.967764,08 6296 8500,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y05,60,41,26,28,15,17,9,,,,,,,,196
1509,HENSMAN STREET ELEMENTARY,46 HENSMAN STREET,SOUTH PERTH,WA,6151,46 HENSMAN STREET,SOUTH PERTH,WA,6151,-31.98447619,115.8628084,08 9474 9066,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y03,16,,4,3,2,,,,,,,,,,25
1469,HERITAGE COLLEGE PERTH,339 HAWTIN ROAD,FORRESTFIELD,WA,6058,339 HAWTIN ROAD,FORRESTFIELD,WA,6058,-31.98220269,116.0196448,08 9453 1833,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,9,8,8,8,10,12,5,11,10,9,11,12,9,7,129
5206,HERNE HILL PRIMARY SCHOOL,60 ARGYLE STREET,HERNE HILL,WA,6056,60 ARGYLE STREET,HERNE HILL,WA,6056,-31.82980018,116.0237174,08 6296 8200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,21,19,25,25,26,22,27,,,,,,,185
5208,HIGH WYCOMBE PRIMARY SCHOOL,60 NEWBURN ROAD,HIGH WYCOMBE,WA,6057,60 NEWBURN ROAD,HIGH WYCOMBE,WA,6057,-31.94106632,116.0021322,08 6228 7500,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,57,48,57,53,49,48,56,,,,,,,408
5207,HIGHGATE PRIMARY SCHOOL,147 LINCOLN STREET,HIGHGATE,WA,6003,147 LINCOLN STREET,HIGHGATE,WA,6003,-31.94074584,115.8662509,08 9253 2700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,77,115,142,121,153,128,116,106,,,,,,,958
8113,HILLARYS COMMUNITY KINDERGARTEN,137 BROADBEACH BOULEVARD,HILLARYS,WA,6025,137 BROADBEACH BOULEVARD,HILLARYS,WA,6025,-31.80813401,115.7364507,08 9401 3296,NORTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,8,,,,,,,,,,,,,,8
5564,HILLARYS PRIMARY SCHOOL,75 LYMBURNER DRIVE,HILLARYS,WA,6025,75 LYMBURNER DRIVE,HILLARYS,WA,6025,-31.81329166,115.7525641,08 9306 0550,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,52,72,61,75,68,64,68,72,,,,,,,532
5209,HILLCREST PRIMARY SCHOOL,2 BAY VIEW STREET,BAYSWATER,WA,6053,2 BAY VIEW STREET,BAYSWATER,WA,6053,-31.90983465,115.9030701,08 9238 1000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,79,68,69,86,60,49,51,49,,,,,,,511
5573,HILLMAN PRIMARY SCHOOL,35 UNNARO STREET,HILLMAN,WA,6168,PO BOX 2076,ROCKINGHAM DC,WA,6967,-32.28372166,115.7634602,08 9553 8300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,31,28,37,31,40,34,42,,,,,,,263
1253,HILLSIDE CHRISTIAN COLLEGE,336 HAWTIN ROAD,FORRESTFIELD,WA,6058,336 HAWTIN ROAD,FORRESTFIELD,WA,6058,-31.97978892,116.0173602,08 9453 2644,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,23,29,26,39,28,37,32,32,54,44,32,33,25,21,455
5211,HILTON PRIMARY SCHOOL,21 RENNIE CRESCENT NORTH,HILTON,WA,6163,21 RENNIE CRESCENT NORTH,HILTON,WA,6163,-32.06805492,115.7841355,08 6458 7900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,49,62,61,44,56,32,32,33,,,,,,,369
5806,HOCKING PRIMARY SCHOOL,50 GUNGURRU AVENUE,HOCKING,WA,6065,50 GUNGURRU AVENUE,HOCKING,WA,6065,-31.76973684,115.8168776,08 6207 3150,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,71,62,78,82,89,74,72,,,,,,,588
6010,HOLLAND STREET SCHOOL,12 HOLLAND STREET,GERALDTON,WA,6530,PO BOX 7206,GERALDTON PO,WA,6531,-28.77996577,114.6084389,08 9923 6950,MIDWEST,Education Support Schools,EDUCATION SUPPORT,KIN,Y12,2,3,2,6,5,5,5,6,8,7,7,6,6,6,74
5213,HOLLYWOOD PRIMARY SCHOOL,117 MONASH AVENUE,NEDLANDS,WA,6009,117 MONASH AVENUE,NEDLANDS,WA,6009,-31.96944536,115.8072695,08 9278 6400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,44,39,42,48,50,43,49,52,,,,,,,367
1450,HOLY CROSS COLLEGE,18 STRATHMORE PARKWAY,ELLENBROOK,WA,6069,18 STRATHMORE PARKWAY,ELLENBROOK,WA,6069,-31.773097,115.973832,08 9297 7600,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,78,60,60,60,59,64,65,63,183,181,149,144,111,100,"1,377"
1060,HOLY ROSARY SCHOOL,35 WILLIAMSTOWN ROAD,DOUBLEVIEW,WA,6018,35 WILLIAMSTOWN ROAD,DOUBLEVIEW,WA,6018,-31.90928598,115.7874998,08 9203 4500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,74,61,54,64,59,53,57,59,,,,,,,481
1056,HOLY ROSARY SCHOOL,99 LOCH STREET,DERBY,WA,6728,99 LOCH STREET,DERBY,WA,6728,-17.3050183,123.6337752,08 9161 7200,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,18,14,16,8,12,7,11,8,,,,,,,94
1040,HOLY SPIRIT SCHOOL,BROMPTON ROAD,CITY BEACH,WA,6015,BROMPTON ROAD,CITY BEACH,WA,6015,-31.91694399,115.7652403,08 9341 2551,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,40,29,24,31,27,24,21,32,,,,,,,228
5850,HONEYWOOD PRIMARY SCHOOL,WINDJANA RISE,WANDI,WA,6167,WINDJANA RISE,WANDI,WA,6167,-32.1965,115.86159,08 6173 6100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,84,99,98,95,81,59,70,64,,,,,,,650
1437,HOPE CHRISTIAN COLLEGE,86 GOVERNMENT ROAD,ROELANDS,WA,6226,86 GOVERNMENT ROAD,ROELANDS,WA,6226,-33.29288692,115.8278834,08 9726 3613,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,17,17,20,20,25,26,29,40,47,34,50,43,17,27,412
5798,HOPETOUN PRIMARY SCHOOL,BUCKIE STREET,HOPETOUN,WA,6348,PO BOX 251,HOPETOUN,WA,6348,-33.94505538,120.1288975,08 6823 1000,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,17,18,16,11,20,14,13,13,,,,,,,122
5819,HUDSON PARK PRIMARY SCHOOL,23 ARNOS WAY,GIRRAWHEEN,WA,6064,23 ARNOS WAY,GIRRAWHEEN,WA,6064,-31.83944795,115.8373291,08 9345 6550,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,18,30,22,27,24,28,24,28,,,,,,,201
5598,HUNTINGDALE PRIMARY SCHOOL,85 MATILDA STREET,HUNTINGDALE,WA,6110,85 MATILDA STREET,HUNTINGDALE,WA,6110,-32.07763465,115.9717011,08 9234 6700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,45,58,76,55,61,50,65,51,,,,,,,461
5215,HYDEN PRIMARY SCHOOL,36 NAUGHTON STREET,HYDEN,WA,6359,36 NAUGHTON STREET,HYDEN,WA,6359,-32.44862907,118.861951,08 9684 0800,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,8,9,8,8,8,7,6,14,,,,,,,68
5654,ILLAWARRA PRIMARY SCHOOL,ILLAWARRA CRESCENT NORTH,BALLAJURA,WA,6066,ILLAWARRA CRESCENT NORTH,BALLAJURA,WA,6066,-31.8289464,115.8817576,08 9205 9800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,32,40,39,43,57,38,40,43,,,,,,,332
1483,IMMACULATE HEART COLLEGE,34 SANTA GERTRUDIS DRIVE,LOWER CHITTERING,WA,6084,34 SANTA GERTRUDIS DRIVE,LOWER CHITTERING,WA,6084,-31.56032856,116.0783495,08 9571 8135,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,43,35,29,37,32,32,29,37,43,39,24,19,13,3,415
1544,INDIE SCHOOL WESTERN AUSTRALIA,60 YELVERTON DRIVE,MIDLAND,WA,6056,60 YELVERTON DRIVE,MIDLAND,WA,6056,-31.89339174,116.0035415,0499360045,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y09,Y12,,,,,,,,,,,28,66,99,63,256
1120,INFANT JESUS SCHOOL,17  SMITH STREET,MORLEY,WA,6062,17  SMITH STREET,MORLEY,WA,6062,-31.89329786,115.8895814,08 9276 1769,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,71,59,59,61,60,64,61,60,,,,,,,495
5216,INGLEWOOD PRIMARY SCHOOL,34 NORMANBY ROAD,INGLEWOOD,WA,6052,34 NORMANBY ROAD,INGLEWOOD,WA,6052,-31.91722662,115.8864466,08 9223 9900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,81,91,55,89,86,80,72,74,,,,,,,628
1468,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,193 ST BRIGIDS TERRACE,DOUBLEVIEW,WA,6018,193 ST BRIGIDS TERRACE,DOUBLEVIEW,WA,6018,-31.8985,115.77762,08 9285 1144,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,15,25,33,28,35,43,30,22,43,25,21,29,30,20,399
1121,IONA PRESENTATION COLLEGE,33 PALMERSTON STREET,MOSMAN PARK,WA,6012,33 PALMERSTON STREET,MOSMAN PARK,WA,6012,-32.00852636,115.7677349,08 9384 0066,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,25,20,24,23,44,63,69,73,188,187,158,133,155,161,"1,323"
1418,IRENE MCCORMACK CATHOLIC COLLEGE,18 BRADMAN DRIVE,BUTLER,WA,6036,18 BRADMAN DRIVE,BUTLER,WA,6036,-31.65406275,115.709449,08 9562 2417,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,127,142,119,121,99,67,675
5218,JANDAKOT PRIMARY SCHOOL,53 BANINGAN AVENUE,SUCCESS,WA,6164,53 BANINGAN AVENUE,SUCCESS,WA,6164,-32.13857194,115.8458419,08 6174 2700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,63,67,54,79,63,63,65,66,,,,,,,520
5220,JARRAHDALE PRIMARY SCHOOL,20 WANLISS STREET,JARRAHDALE,WA,6124,20 WANLISS STREET,JARRAHDALE,WA,6124,-32.338619,116.062311,08 9526 7100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,8,8,7,11,6,14,6,5,,,,,,,65
5222,JERDACUTTUP PRIMARY SCHOOL,2894 JERDACUTTUP ROAD,RAVENSTHORPE,WA,6346,PO BOX 109,VIA RAVENSTHORPE,WA,6346,-33.70715991,120.4731266,08 6823 1100,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y03,1,,,3,1,,,,,,,,,,5
4080,JERRAMUNGUP DISTRICT HIGH SCHOOL,2 LANCASTER ROAD,JERRAMUNGUP,WA,6337,2 LANCASTER ROAD,JERRAMUNGUP,WA,6337,-33.94498437,118.9175865,08 9835 2600,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y11,5,12,11,10,12,13,12,10,10,5,7,1,1,,109
5224,JIGALONG REMOTE COMMUNITY SCHOOL,JIGALONG COMMUNITY,VIA NEWMAN,WA,6753,PMB 8,NEWMAN,WA,6753,-23.359798,120.781488,08 9191 4080 ,PILBARA,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y11,4,6,7,9,5,13,6,12,10,1,1,1,2,,77
